order,size,cache,phase,n,time_s,reads,writes,found
8,100000,3,insert,100000,10.735,755975,174805,0
8,100000,3,search,10000,0.70105,78312,0,5000
8,250000,3,insert,250000,27.3196,2074896,437305,0
8,250000,3,search,10000,0.735987,88376,0,5000
8,500000,3,insert,500000,52.4243,4324896,874801,0
8,500000,3,search,10000,0.764509,88335,0,5000
8,1000000,3,insert,1000000,111.094,9300600,1749799,0
8,1000000,3,search,10000,0.859022,98352,0,5000
